ContractSuffix,OptionRoot,OptionType,DeltaPct,TargetDelta,N,Corr,StartDate,EndDate
(May 26),VIX,c,25.0,0.25,156,0.2820431507106025,2025-08-28,2026-04-14
(May 26),VIX,c,30.0,0.3,156,0.3558758250253547,2025-08-28,2026-04-14
(May 26),VIX,c,35.0,0.35,156,0.4631808228207429,2025-08-28,2026-04-14
(May 26),VIX,c,40.0,0.4,156,0.534245948657659,2025-08-28,2026-04-14
(May 26),VIX,c,45.0,0.45,156,0.5891537960601437,2025-08-28,2026-04-14
(May 26),VIX,c,50.0,0.5,156,0.5209177633542069,2025-08-28,2026-04-14
(Jun 26),SPX,p,0.1,-0.001,140,-0.1802084506916881,2025-06-18,2026-04-14
(Jun 26),SPX,p,0.5,-0.005,140,0.20032433341928604,2025-06-18,2026-04-14
(Jun 26),SPX,p,1.0,-0.01,140,0.4182994087413231,2025-06-18,2026-04-14
(Jun 26),SPX,p,2.0,-0.02,140,0.715510249385043,2025-06-18,2026-04-14
(Jun 26),SPX,p,5.0,-0.05,140,0.8591552238964764,2025-06-18,2026-04-14
(Jun 26),SPX,p,10.0,-0.1,140,0.8596476990273304,2025-06-18,2026-04-14
(Jun 26),SPX,p,15.0,-0.15,140,0.8668944053675737,2025-06-18,2026-04-14
(Jun 26),SPX,p,20.0,-0.2,140,0.8968837991574271,2025-06-18,2026-04-14
(Jun 26),SPX,p,25.0,-0.25,140,0.8963486193064926,2025-06-18,2026-04-14
(Jun 26),SPX,p,30.0,-0.3,140,0.8869764208928539,2025-06-18,2026-04-14
(Jun 26),SPX,p,35.0,-0.35,140,0.9006235745967183,2025-06-18,2026-04-14
(Jun 26),SPX,p,40.0,-0.4,140,0.8911701319542883,2025-06-18,2026-04-14
(Jun 26),SPX,p,45.0,-0.45,140,0.9043637688932542,2025-06-18,2026-04-14
(Jun 26),SPX,p,50.0,-0.5,140,0.9020964044696723,2025-06-18,2026-04-14
(Jun 26),VIX,p,0.1,-0.001,0,,2025-09-25,2026-04-14
(Jun 26),VIX,p,0.5,-0.005,0,,2025-09-25,2026-04-14
(Jun 26),VIX,p,1.0,-0.01,11,,2025-09-25,2026-04-14
(Jun 26),VIX,p,2.0,-0.02,114,,2025-09-25,2026-04-14
(Jun 26),VIX,p,5.0,-0.05,136,,2025-09-25,2026-04-14
(Jun 26),VIX,p,10.0,-0.1,137,0.035710798909750055,2025-09-25,2026-04-14
(Jun 26),VIX,p,15.0,-0.15,137,0.2706503348879823,2025-09-25,2026-04-14
(Jun 26),VIX,p,20.0,-0.2,137,0.2193531503945507,2025-09-25,2026-04-14
(Jun 26),VIX,p,25.0,-0.25,137,0.2308416698260737,2025-09-25,2026-04-14
(Jun 26),VIX,p,30.0,-0.3,137,0.44247783982750066,2025-09-25,2026-04-14
(Jun 26),VIX,p,35.0,-0.35,137,0.4460887187103092,2025-09-25,2026-04-14
(Jun 26),VIX,p,40.0,-0.4,137,0.5106632806881527,2025-09-25,2026-04-14
(Jun 26),VIX,p,45.0,-0.45,137,0.503941893091186,2025-09-25,2026-04-14
(Jun 26),VIX,p,50.0,-0.5,137,0.5353044707825463,2025-09-25,2026-04-14
(Jun 26),SPX,c,0.1,0.001,140,,2025-06-18,2026-04-14
(Jun 26),SPX,c,0.5,0.005,140,-0.12826745264442815,2025-06-18,2026-04-14
(Jun 26),SPX,c,1.0,0.01,140,0.02453994117569113,2025-06-18,2026-04-14
(Jun 26),SPX,c,2.0,0.02,140,0.02550720143601894,2025-06-18,2026-04-14
(Jun 26),SPX,c,5.0,0.05,140,0.09073336050778086,2025-06-18,2026-04-14
(Jun 26),SPX,c,10.0,0.1,140,0.2974242011951094,2025-06-18,2026-04-14
(Jun 26),SPX,c,15.0,0.15,140,0.31149049843778154,2025-06-18,2026-04-14
(Jun 26),SPX,c,20.0,0.2,140,0.4179949387567166,2025-06-18,2026-04-14
(Jun 26),SPX,c,25.0,0.25,140,0.43813634287134506,2025-06-18,2026-04-14
(Jun 26),SPX,c,30.0,0.3,140,0.6166216196947616,2025-06-18,2026-04-14
(Jun 26),SPX,c,35.0,0.35,140,0.7029200182360676,2025-06-18,2026-04-14
(Jun 26),SPX,c,40.0,0.4,140,0.7674787391498,2025-06-18,2026-04-14
(Jun 26),SPX,c,45.0,0.45,140,0.7958585771615756,2025-06-18,2026-04-14
(Jun 26),SPX,c,50.0,0.5,140,0.8171966879435243,2025-06-18,2026-04-14
(Jun 26),VIX,c,0.1,0.001,137,0.007202977573523428,2025-09-25,2026-04-14
(Jun 26),VIX,c,0.5,0.005,137,0.007202977573523428,2025-09-25,2026-04-14
(Jun 26),VIX,c,1.0,0.01,137,0.007202977573523428,2025-09-25,2026-04-14
(Jun 26),VIX,c,2.0,0.02,137,0.009804009487636593,2025-09-25,2026-04-14
(Jun 26),VIX,c,5.0,0.05,137,,2025-09-25,2026-04-14
(Jun 26),VIX,c,10.0,0.1,137,0.17159138856255096,2025-09-25,2026-04-14
(Jun 26),VIX,c,15.0,0.15,137,0.18039652944232074,2025-09-25,2026-04-14
(Jun 26),VIX,c,20.0,0.2,137,0.32905925453530643,2025-09-25,2026-04-14
(Jun 26),VIX,c,25.0,0.25,137,0.36716775814770986,2025-09-25,2026-04-14
(Jun 26),VIX,c,30.0,0.3,137,0.48626333342811173,2025-09-25,2026-04-14
(Jun 26),VIX,c,35.0,0.35,137,0.6183426872802451,2025-09-25,2026-04-14
(Jun 26),VIX,c,40.0,0.4,137,0.6229710063423808,2025-09-25,2026-04-14
(Jun 26),VIX,c,45.0,0.45,137,0.5718643792977139,2025-09-25,2026-04-14
(Jun 26),VIX,c,50.0,0.5,137,0.5288704234174302,2025-09-25,2026-04-14
(Jul 26),SPX,p,0.1,-0.001,110,-0.10704241297069722,2025-07-17,2026-04-14
(Jul 26),SPX,p,0.5,-0.005,110,0.002763815603917949,2025-07-17,2026-04-14
(Jul 26),SPX,p,1.0,-0.01,110,0.5379580567040523,2025-07-17,2026-04-14
(Jul 26),SPX,p,2.0,-0.02,110,0.572275453958642,2025-07-17,2026-04-14
(Jul 26),SPX,p,5.0,-0.05,110,0.8013334170003844,2025-07-17,2026-04-14
(Jul 26),SPX,p,10.0,-0.1,110,0.8521286946811473,2025-07-17,2026-04-14
(Jul 26),SPX,p,15.0,-0.15,110,0.8501005372285525,2025-07-17,2026-04-14
(Jul 26),SPX,p,20.0,-0.2,110,0.8615882025199342,2025-07-17,2026-04-14
(Jul 26),SPX,p,25.0,-0.25,110,0.8564348399179486,2025-07-17,2026-04-14
(Jul 26),SPX,p,30.0,-0.3,110,0.8881763497412544,2025-07-17,2026-04-14
(Jul 26),SPX,p,35.0,-0.35,110,0.8804175816469664,2025-07-17,2026-04-14
(Jul 26),SPX,p,40.0,-0.4,110,0.8914444197235032,2025-07-17,2026-04-14
(Jul 26),SPX,p,45.0,-0.45,110,0.8607160977887512,2025-07-17,2026-04-14
(Jul 26),SPX,p,50.0,-0.5,110,0.889966643558092,2025-07-17,2026-04-14
(Jul 26),VIX,p,0.1,-0.001,2,,2025-10-30,2026-04-14
(Jul 26),VIX,p,0.5,-0.005,2,,2025-10-30,2026-04-14
(Jul 26),VIX,p,1.0,-0.01,34,,2025-10-30,2026-04-14
(Jul 26),VIX,p,2.0,-0.02,102,,2025-10-30,2026-04-14
(Jul 26),VIX,p,5.0,-0.05,109,,2025-10-30,2026-04-14
(Jul 26),VIX,p,10.0,-0.1,110,,2025-10-30,2026-04-14
(Jul 26),VIX,p,15.0,-0.15,110,0.22636213391967364,2025-10-30,2026-04-14
(Jul 26),VIX,p,20.0,-0.2,110,0.25396231905448974,2025-10-30,2026-04-14
(Jul 26),VIX,p,25.0,-0.25,110,0.14863584275408642,2025-10-30,2026-04-14
(Jul 26),VIX,p,30.0,-0.3,110,0.250437712397833,2025-10-30,2026-04-14
(Jul 26),VIX,p,35.0,-0.35,110,0.38393969079377943,2025-10-30,2026-04-14
(Jul 26),VIX,p,40.0,-0.4,110,0.42576676995913026,2025-10-30,2026-04-14
(Jul 26),VIX,p,45.0,-0.45,110,0.4036289336497447,2025-10-30,2026-04-14
(Jul 26),VIX,p,50.0,-0.5,110,0.47649456952060754,2025-10-30,2026-04-14
(Jul 26),SPX,c,0.1,0.001,110,-0.13691173353505884,2025-07-17,2026-04-14
(Jul 26),SPX,c,0.5,0.005,110,-0.02240705281314716,2025-07-17,2026-04-14
(Jul 26),SPX,c,1.0,0.01,110,-0.05072309166949882,2025-07-17,2026-04-14
(Jul 26),SPX,c,2.0,0.02,110,-0.0028762469756733176,2025-07-17,2026-04-14
(Jul 26),SPX,c,5.0,0.05,110,0.1081947474141156,2025-07-17,2026-04-14
(Jul 26),SPX,c,10.0,0.1,110,0.22600511488370192,2025-07-17,2026-04-14
(Jul 26),SPX,c,15.0,0.15,110,0.3213029003318801,2025-07-17,2026-04-14
(Jul 26),SPX,c,20.0,0.2,110,0.5669150055746451,2025-07-17,2026-04-14
(Jul 26),SPX,c,25.0,0.25,110,0.6129273017680835,2025-07-17,2026-04-14
(Jul 26),SPX,c,30.0,0.3,110,0.6253432820292593,2025-07-17,2026-04-14
(Jul 26),SPX,c,35.0,0.35,110,0.6532514395885209,2025-07-17,2026-04-14
(Jul 26),SPX,c,40.0,0.4,110,0.7356357747869744,2025-07-17,2026-04-14
(Jul 26),SPX,c,45.0,0.45,110,0.7780418933685534,2025-07-17,2026-04-14
(Jul 26),SPX,c,50.0,0.5,110,0.7972349537843908,2025-07-17,2026-04-14
(Jul 26),VIX,c,0.1,0.001,110,0.3225131493813766,2025-10-30,2026-04-14
(Jul 26),VIX,c,0.5,0.005,110,0.3225131493813766,2025-10-30,2026-04-14
(Jul 26),VIX,c,1.0,0.01,110,0.3225131493813766,2025-10-30,2026-04-14
(Jul 26),VIX,c,2.0,0.02,110,0.3150934940578508,2025-10-30,2026-04-14
(Jul 26),VIX,c,5.0,0.05,110,0.17864151709202938,2025-10-30,2026-04-14
(Jul 26),VIX,c,10.0,0.1,110,0.10365271645952837,2025-10-30,2026-04-14
(Jul 26),VIX,c,15.0,0.15,110,0.03322422886508122,2025-10-30,2026-04-14
(Jul 26),VIX,c,20.0,0.2,110,0.17572733895206377,2025-10-30,2026-04-14
(Jul 26),VIX,c,25.0,0.25,110,0.12317649125451532,2025-10-30,2026-04-14
(Jul 26),VIX,c,30.0,0.3,110,0.25351630316918233,2025-10-30,2026-04-14
(Jul 26),VIX,c,35.0,0.35,110,0.3141869936084345,2025-10-30,2026-04-14
(Jul 26),VIX,c,40.0,0.4,110,0.32930026439524257,2025-10-30,2026-04-14
(Jul 26),VIX,c,45.0,0.45,110,0.4081589657050915,2025-10-30,2026-04-14
(Jul 26),VIX,c,50.0,0.5,110,0.3961984700032914,2025-10-30,2026-04-14
(Aug 26),SPX,p,0.1,-0.001,94,0.03586794228076133,2025-05-07,2026-04-14
(Aug 26),SPX,p,0.5,-0.005,94,0.28788278530422134,2025-05-07,2026-04-14
(Aug 26),SPX,p,1.0,-0.01,94,0.4148698233785015,2025-05-07,2026-04-14
(Aug 26),SPX,p,2.0,-0.02,94,0.7050383454137401,2025-05-07,2026-04-14
(Aug 26),SPX,p,5.0,-0.05,94,0.7981777924928788,2025-05-07,2026-04-14
(Aug 26),SPX,p,10.0,-0.1,94,0.7808191630155631,2025-05-07,2026-04-14
(Aug 26),SPX,p,15.0,-0.15,94,0.788794489308341,2025-05-07,2026-04-14
(Aug 26),SPX,p,20.0,-0.2,94,0.7742892183462757,2025-05-07,2026-04-14
(Aug 26),SPX,p,25.0,-0.25,94,0.815459755911203,2025-05-07,2026-04-14
(Aug 26),SPX,p,30.0,-0.3,94,0.8497640207095726,2025-05-07,2026-04-14
(Aug 26),SPX,p,35.0,-0.35,94,0.8331081143543998,2025-05-07,2026-04-14
(Aug 26),SPX,p,40.0,-0.4,94,0.8287309851665963,2025-05-07,2026-04-14
(Aug 26),SPX,p,45.0,-0.45,94,0.8363852793234776,2025-05-07,2026-04-14
(Aug 26),SPX,p,50.0,-0.5,94,0.8553818986269407,2025-05-07,2026-04-14
(Aug 26),VIX,p,0.1,-0.001,4,,2025-11-28,2026-04-14
(Aug 26),VIX,p,0.5,-0.005,4,,2025-11-28,2026-04-14
(Aug 26),VIX,p,1.0,-0.01,24,,2025-11-28,2026-04-14
(Aug 26),VIX,p,2.0,-0.02,82,,2025-11-28,2026-04-14
(Aug 26),VIX,p,5.0,-0.05,92,,2025-11-28,2026-04-14
(Aug 26),VIX,p,10.0,-0.1,92,0.015558895713211713,2025-11-28,2026-04-14
(Aug 26),VIX,p,15.0,-0.15,92,0.2358375010329011,2025-11-28,2026-04-14
(Aug 26),VIX,p,20.0,-0.2,92,0.33704064249462645,2025-11-28,2026-04-14
(Aug 26),VIX,p,25.0,-0.25,92,0.24619187374187804,2025-11-28,2026-04-14
(Aug 26),VIX,p,30.0,-0.3,92,0.29301075346523786,2025-11-28,2026-04-14
(Aug 26),VIX,p,35.0,-0.35,92,0.1896208773890408,2025-11-28,2026-04-14
(Aug 26),VIX,p,40.0,-0.4,92,0.3633629979822429,2025-11-28,2026-04-14
(Aug 26),VIX,p,45.0,-0.45,92,0.4248294401998075,2025-11-28,2026-04-14
(Aug 26),VIX,p,50.0,-0.5,92,0.43518154084423033,2025-11-28,2026-04-14
(Aug 26),SPX,c,0.1,0.001,94,,2025-05-07,2026-04-14
(Aug 26),SPX,c,0.5,0.005,94,0.07037668709840635,2025-05-07,2026-04-14
(Aug 26),SPX,c,1.0,0.01,94,0.026939488810359447,2025-05-07,2026-04-14
(Aug 26),SPX,c,2.0,0.02,94,0.14869379425393023,2025-05-07,2026-04-14
(Aug 26),SPX,c,5.0,0.05,94,0.0628640090825252,2025-05-07,2026-04-14
(Aug 26),SPX,c,10.0,0.1,94,0.13388603013550227,2025-05-07,2026-04-14
(Aug 26),SPX,c,15.0,0.15,94,0.28393855884164715,2025-05-07,2026-04-14
(Aug 26),SPX,c,20.0,0.2,94,0.34281911979935953,2025-05-07,2026-04-14
(Aug 26),SPX,c,25.0,0.25,94,0.6084661598046904,2025-05-07,2026-04-14
(Aug 26),SPX,c,30.0,0.3,94,0.5739877055734072,2025-05-07,2026-04-14
(Aug 26),SPX,c,35.0,0.35,94,0.6681499767205535,2025-05-07,2026-04-14
(Aug 26),SPX,c,40.0,0.4,94,0.7110614032639974,2025-05-07,2026-04-14
(Aug 26),SPX,c,45.0,0.45,94,0.7133477313258719,2025-05-07,2026-04-14
(Aug 26),SPX,c,50.0,0.5,94,0.7726511664142153,2025-05-07,2026-04-14
(Aug 26),VIX,c,0.1,0.001,90,,2025-11-28,2026-04-14
(Aug 26),VIX,c,0.5,0.005,90,,2025-11-28,2026-04-14
(Aug 26),VIX,c,1.0,0.01,90,,2025-11-28,2026-04-14
(Aug 26),VIX,c,2.0,0.02,91,,2025-11-28,2026-04-14
(Aug 26),VIX,c,5.0,0.05,92,,2025-11-28,2026-04-14
(Aug 26),VIX,c,10.0,0.1,92,0.007178398046612164,2025-11-28,2026-04-14
(Aug 26),VIX,c,15.0,0.15,92,-0.023150570469596676,2025-11-28,2026-04-14
(Aug 26),VIX,c,20.0,0.2,92,0.1824472233281328,2025-11-28,2026-04-14
(Aug 26),VIX,c,25.0,0.25,92,0.22029858512638062,2025-11-28,2026-04-14
(Aug 26),VIX,c,30.0,0.3,92,0.34154365329330444,2025-11-28,2026-04-14
(Aug 26),VIX,c,35.0,0.35,92,0.45111565341648885,2025-11-28,2026-04-14
(Aug 26),VIX,c,40.0,0.4,92,0.21454681160723313,2025-11-28,2026-04-14
(Aug 26),VIX,c,45.0,0.45,92,0.42283671079826224,2025-11-28,2026-04-14
(Aug 26),VIX,c,50.0,0.5,92,0.4441610734893949,2025-11-28,2026-04-14
(Sep 26),SPX,p,0.1,-0.001,73,-0.17924727879101507,2025-09-18,2026-04-14
(Sep 26),SPX,p,0.5,-0.005,73,-0.005786789293273831,2025-09-18,2026-04-14
(Sep 26),SPX,p,1.0,-0.01,73,0.2411358216028027,2025-09-18,2026-04-14
(Sep 26),SPX,p,2.0,-0.02,73,0.31160304744435496,2025-09-18,2026-04-14
(Sep 26),SPX,p,5.0,-0.05,73,0.6365326959524571,2025-09-18,2026-04-14
(Sep 26),SPX,p,10.0,-0.1,73,0.7837105220273978,2025-09-18,2026-04-14
(Sep 26),SPX,p,15.0,-0.15,73,0.7816633014630602,2025-09-18,2026-04-14
(Sep 26),SPX,p,20.0,-0.2,73,0.8237971058955917,2025-09-18,2026-04-14
(Sep 26),SPX,p,25.0,-0.25,73,0.8198126072358422,2025-09-18,2026-04-14
(Sep 26),SPX,p,30.0,-0.3,73,0.8404345935141899,2025-09-18,2026-04-14
(Sep 26),SPX,p,35.0,-0.35,73,0.838510509364429,2025-09-18,2026-04-14
(Sep 26),SPX,p,40.0,-0.4,73,0.8201237654187651,2025-09-18,2026-04-14
(Sep 26),SPX,p,45.0,-0.45,73,0.8090792851801369,2025-09-18,2026-04-14
(Sep 26),SPX,p,50.0,-0.5,73,0.825211203259809,2025-09-18,2026-04-14
(Sep 26),VIX,p,0.1,-0.001,6,,2025-12-26,2026-04-14
(Sep 26),VIX,p,0.5,-0.005,4,,2025-12-26,2026-04-14
(Sep 26),VIX,p,1.0,-0.01,15,,2025-12-26,2026-04-14
(Sep 26),VIX,p,2.0,-0.02,73,,2025-12-26,2026-04-14
(Sep 26),VIX,p,5.0,-0.05,73,,2025-12-26,2026-04-14
(Sep 26),VIX,p,10.0,-0.1,73,0.18852621918954915,2025-12-26,2026-04-14
(Sep 26),VIX,p,15.0,-0.15,73,0.030239251947174944,2025-12-26,2026-04-14
(Sep 26),VIX,p,20.0,-0.2,73,0.2249172355832849,2025-12-26,2026-04-14
(Sep 26),VIX,p,25.0,-0.25,73,0.27134493267303866,2025-12-26,2026-04-14
(Sep 26),VIX,p,30.0,-0.3,73,0.36028613090136064,2025-12-26,2026-04-14
(Sep 26),VIX,p,35.0,-0.35,73,0.21996044524446762,2025-12-26,2026-04-14
(Sep 26),VIX,p,40.0,-0.4,73,0.5155084040939719,2025-12-26,2026-04-14
(Sep 26),VIX,p,45.0,-0.45,73,0.21149311527780104,2025-12-26,2026-04-14
(Sep 26),VIX,p,50.0,-0.5,73,0.5838028146678689,2025-12-26,2026-04-14
(Sep 26),SPX,c,0.1,0.001,73,,2025-09-18,2026-04-14
(Sep 26),SPX,c,0.5,0.005,73,-0.009950309169835598,2025-09-18,2026-04-14
(Sep 26),SPX,c,1.0,0.01,73,0.007595888281949865,2025-09-18,2026-04-14
(Sep 26),SPX,c,2.0,0.02,73,0.10668555096681957,2025-09-18,2026-04-14
(Sep 26),SPX,c,5.0,0.05,73,0.14832535892662152,2025-09-18,2026-04-14
(Sep 26),SPX,c,10.0,0.1,73,0.11553169658932246,2025-09-18,2026-04-14
(Sep 26),SPX,c,15.0,0.15,73,0.30700369501910024,2025-09-18,2026-04-14
(Sep 26),SPX,c,20.0,0.2,73,0.4356367422408237,2025-09-18,2026-04-14
(Sep 26),SPX,c,25.0,0.25,73,0.5484200508746538,2025-09-18,2026-04-14
(Sep 26),SPX,c,30.0,0.3,73,0.5060106213815416,2025-09-18,2026-04-14
(Sep 26),SPX,c,35.0,0.35,73,0.5833761010583969,2025-09-18,2026-04-14
(Sep 26),SPX,c,40.0,0.4,73,0.6492051498856735,2025-09-18,2026-04-14
(Sep 26),SPX,c,45.0,0.45,73,0.6600879316061086,2025-09-18,2026-04-14
(Sep 26),SPX,c,50.0,0.5,73,0.7637044045107995,2025-09-18,2026-04-14
(Sep 26),VIX,c,0.1,0.001,71,,2025-12-26,2026-04-14
(Sep 26),VIX,c,0.5,0.005,71,,2025-12-26,2026-04-14
(Sep 26),VIX,c,1.0,0.01,71,,2025-12-26,2026-04-14
(Sep 26),VIX,c,2.0,0.02,69,,2025-12-26,2026-04-14
(Sep 26),VIX,c,5.0,0.05,73,-0.08795565402755907,2025-12-26,2026-04-14
(Sep 26),VIX,c,10.0,0.1,73,0.021775238687139285,2025-12-26,2026-04-14
(Sep 26),VIX,c,15.0,0.15,73,-0.14156764866191193,2025-12-26,2026-04-14
(Sep 26),VIX,c,20.0,0.2,73,-0.09477503421363175,2025-12-26,2026-04-14
(Sep 26),VIX,c,25.0,0.25,73,0.26745481708656854,2025-12-26,2026-04-14
(Sep 26),VIX,c,30.0,0.3,73,0.38565482365417425,2025-12-26,2026-04-14
(Sep 26),VIX,c,35.0,0.35,73,0.4376622988162111,2025-12-26,2026-04-14
(Sep 26),VIX,c,40.0,0.4,73,0.5251129479134924,2025-12-26,2026-04-14
(Sep 26),VIX,c,45.0,0.45,73,0.3123769857038751,2025-12-26,2026-04-14
(Sep 26),VIX,c,50.0,0.5,73,0.4674179451979303,2025-12-26,2026-04-14
(Oct 26),SPX,p,0.1,-0.001,53,-0.009391853671551773,2025-10-16,2026-04-14
(Oct 26),SPX,p,0.5,-0.005,53,0.2545620865663498,2025-10-16,2026-04-14
(Oct 26),SPX,p,1.0,-0.01,53,0.33973674165964435,2025-10-16,2026-04-14
(Oct 26),SPX,p,2.0,-0.02,53,0.3251045795032569,2025-10-16,2026-04-14
(Oct 26),SPX,p,5.0,-0.05,53,0.6032963259919407,2025-10-16,2026-04-14
(Oct 26),SPX,p,10.0,-0.1,53,0.7488236317845263,2025-10-16,2026-04-14
(Oct 26),SPX,p,15.0,-0.15,53,0.7715754783434992,2025-10-16,2026-04-14
(Oct 26),SPX,p,20.0,-0.2,53,0.7036888598085344,2025-10-16,2026-04-14
(Oct 26),SPX,p,25.0,-0.25,53,0.7630075443960932,2025-10-16,2026-04-14
(Oct 26),SPX,p,30.0,-0.3,53,0.8164346749483722,2025-10-16,2026-04-14
(Oct 26),SPX,p,35.0,-0.35,53,0.8473555402508797,2025-10-16,2026-04-14
(Oct 26),SPX,p,40.0,-0.4,53,0.8068176253480867,2025-10-16,2026-04-14
(Oct 26),SPX,p,45.0,-0.45,53,0.828084921108283,2025-10-16,2026-04-14
(Oct 26),SPX,p,50.0,-0.5,53,0.7998908364673651,2025-10-16,2026-04-14
(Oct 26),VIX,p,0.1,-0.001,2,,2026-01-29,2026-04-14
(Oct 26),VIX,p,0.5,-0.005,2,,2026-01-29,2026-04-14
(Oct 26),VIX,p,1.0,-0.01,4,,2026-01-29,2026-04-14
(Oct 26),VIX,p,2.0,-0.02,27,,2026-01-29,2026-04-14
(Oct 26),VIX,p,5.0,-0.05,50,,2026-01-29,2026-04-14
(Oct 26),VIX,p,10.0,-0.1,51,0.20331897731703083,2026-01-29,2026-04-14
(Oct 26),VIX,p,15.0,-0.15,51,0.1551184121254055,2026-01-29,2026-04-14
(Oct 26),VIX,p,20.0,-0.2,51,0.2581861309329131,2026-01-29,2026-04-14
(Oct 26),VIX,p,25.0,-0.25,51,0.36369780067490604,2026-01-29,2026-04-14
(Oct 26),VIX,p,30.0,-0.3,51,0.2733484796869502,2026-01-29,2026-04-14
(Oct 26),VIX,p,35.0,-0.35,51,0.19314152657034053,2026-01-29,2026-04-14
(Oct 26),VIX,p,40.0,-0.4,51,0.49627732043840894,2026-01-29,2026-04-14
(Oct 26),VIX,p,45.0,-0.45,51,0.24671513118003377,2026-01-29,2026-04-14
(Oct 26),VIX,p,50.0,-0.5,51,0.314827486130627,2026-01-29,2026-04-14
(Oct 26),SPX,c,0.1,0.001,53,-0.556926576235462,2025-10-16,2026-04-14
(Oct 26),SPX,c,0.5,0.005,53,-0.13425256789762302,2025-10-16,2026-04-14
(Oct 26),SPX,c,1.0,0.01,53,0.2692447513805533,2025-10-16,2026-04-14
(Oct 26),SPX,c,2.0,0.02,53,0.060926426367730255,2025-10-16,2026-04-14
(Oct 26),SPX,c,5.0,0.05,53,0.028536217306471552,2025-10-16,2026-04-14
(Oct 26),SPX,c,10.0,0.1,53,-0.04345707344158944,2025-10-16,2026-04-14
(Oct 26),SPX,c,15.0,0.15,53,0.21892423055922924,2025-10-16,2026-04-14
(Oct 26),SPX,c,20.0,0.2,53,0.4709951140620669,2025-10-16,2026-04-14
(Oct 26),SPX,c,25.0,0.25,53,0.5204401864699998,2025-10-16,2026-04-14
(Oct 26),SPX,c,30.0,0.3,53,0.5720778902031985,2025-10-16,2026-04-14
(Oct 26),SPX,c,35.0,0.35,53,0.5634955912718974,2025-10-16,2026-04-14
(Oct 26),SPX,c,40.0,0.4,53,0.6978659663014467,2025-10-16,2026-04-14
(Oct 26),SPX,c,45.0,0.45,53,0.688467639223645,2025-10-16,2026-04-14
(Oct 26),SPX,c,50.0,0.5,53,0.7469258872014916,2025-10-16,2026-04-14
(Oct 26),VIX,c,0.1,0.001,41,,2026-01-29,2026-04-14
(Oct 26),VIX,c,0.5,0.005,41,,2026-01-29,2026-04-14
(Oct 26),VIX,c,1.0,0.01,41,,2026-01-29,2026-04-14
(Oct 26),VIX,c,2.0,0.02,41,,2026-01-29,2026-04-14
(Oct 26),VIX,c,5.0,0.05,51,,2026-01-29,2026-04-14
(Oct 26),VIX,c,10.0,0.1,51,-0.17157120375179163,2026-01-29,2026-04-14
(Oct 26),VIX,c,15.0,0.15,51,-0.07342571622021347,2026-01-29,2026-04-14
(Oct 26),VIX,c,20.0,0.2,51,0.03749370584288739,2026-01-29,2026-04-14
(Oct 26),VIX,c,25.0,0.25,51,0.30992274187901,2026-01-29,2026-04-14
(Oct 26),VIX,c,30.0,0.3,51,0.4424136149557374,2026-01-29,2026-04-14
(Oct 26),VIX,c,35.0,0.35,51,0.3756187581217985,2026-01-29,2026-04-14
(Oct 26),VIX,c,40.0,0.4,51,0.2937909060990712,2026-01-29,2026-04-14
(Oct 26),VIX,c,45.0,0.45,51,0.25536530564969456,2026-01-29,2026-04-14
(Oct 26),VIX,c,50.0,0.5,51,0.2577912475994616,2026-01-29,2026-04-14
(Nov 26),SPX,p,0.1,-0.001,30,-0.12247686495707223,2023-12-15,2026-04-14
(Nov 26),SPX,p,0.5,-0.005,30,-0.08306441704600387,2023-12-15,2026-04-14
(Nov 26),SPX,p,1.0,-0.01,30,0.21273096212318995,2023-12-15,2026-04-14
(Nov 26),SPX,p,2.0,-0.02,30,-0.0934729899958527,2023-12-15,2026-04-14
(Nov 26),SPX,p,5.0,-0.05,30,0.7730909875900057,2023-12-15,2026-04-14
(Nov 26),SPX,p,10.0,-0.1,30,0.7391966830387313,2023-12-15,2026-04-14
(Nov 26),SPX,p,15.0,-0.15,30,0.787981209072993,2023-12-15,2026-04-14
(Nov 26),SPX,p,20.0,-0.2,30,0.6632786407542774,2023-12-15,2026-04-14
(Nov 26),SPX,p,25.0,-0.25,30,0.7776151255102092,2023-12-15,2026-04-14
(Nov 26),SPX,p,30.0,-0.3,30,0.6939423012571745,2023-12-15,2026-04-14
(Nov 26),SPX,p,35.0,-0.35,30,0.8143088454062298,2023-12-15,2026-04-14
(Nov 26),SPX,p,40.0,-0.4,30,0.7706483192112792,2023-12-15,2026-04-14
(Nov 26),SPX,p,45.0,-0.45,30,0.7569011304071993,2023-12-15,2026-04-14
(Nov 26),SPX,p,50.0,-0.5,30,0.8035320918154226,2023-12-15,2026-04-14
(Nov 26),VIX,p,0.1,-0.001,11,,2026-02-26,2026-04-14
(Nov 26),VIX,p,0.5,-0.005,11,,2026-02-26,2026-04-14
(Nov 26),VIX,p,1.0,-0.01,10,,2026-02-26,2026-04-14
(Nov 26),VIX,p,2.0,-0.02,17,,2026-02-26,2026-04-14
(Nov 26),VIX,p,5.0,-0.05,29,,2026-02-26,2026-04-14
(Nov 26),VIX,p,10.0,-0.1,29,0.06521523756140364,2026-02-26,2026-04-14
(Nov 26),VIX,p,15.0,-0.15,29,0.29203888893682184,2026-02-26,2026-04-14
(Nov 26),VIX,p,20.0,-0.2,29,0.3962949270221358,2026-02-26,2026-04-14
